id	length	MFE	Z-curve_x	Z-curve_y	Z-curve_z	GC	AUGC	GCskew
ENST00000313375	3252	-1326.80	-0.087330873308733	0.0811808118081181	-0.266912669126691	0.540590405904059	0.578640776699029	-0.133009708737864
ENST00000321233	2283	-670.80	0.00043802014892691	0.0521243977222952	0.0985545335085414	0.526062198861148	1.21865889212828	-0.0573372206025267
ENST00000336604	2686	-1208.00	0.0238272524199554	-0.0186150409530901	-0.245718540580789	0.490692479523455	0.605499103407053	0.0340705319784817
ENST00000231721	4899	-2100.10	0.0455194937742396	-0.0316391100224536	-0.168809961216575	0.484180444988773	0.711142158574921	0.0660146699266503
ENST00000345716	5139	-2076.00	-0.0192644483362522	0.0266588830511773	-0.197898423817863	0.513329441525589	0.669590643274854	-0.0383365821962313
ENST00000309234	1158	-400.70	-0.00345423143350609	-0.0310880829015544	-0.0673575129533679	0.484455958549223	0.87378640776699	0.0258899676375404
ENST00000012134	9755	-3004.90	0.0390568939005638	0.0382368016401844	0.0609943618657098	0.519118400820092	1.12991266375546	0.00087336244541488
ENST00000397410	2078	-816.50	0.136669874879692	0.0346487006737247	-0.189605389797883	0.517324350336862	0.681229773462783	0.0857605177993527
ENST00000376381	1420	-403.40	0.0690140845070422	-0.0253521126760563	0.142253521126761	0.487323943661972	1.33169129720854	0.110016420361248
ENST00000265970	8227	-1996.37	0.0266196669502856	0.0346420323325636	0.258295855111219	0.517321016166282	1.69649295313012	-0.0108161258603737
ENST00000263881	4335	-1172.40	0.0412918108419838	-0.00715109573241063	0.210611303344867	0.496424452133795	1.53360607831677	0.0613676212741087
ENST00000317961	5472	-1918.70	0.0175438596491229	-0.0259502923976609	-0.0193713450292398	0.48702485380117	0.961993546073861	0.0426676228038724
ENST00000262059	5866	-1990.40	-0.0330719399931811	0.0473917490623934	-0.0412546880327309	0.523695874531197	0.920759659463	-0.077275703994761
ENST00000013125	4354	-1148.80	0.0610932475884245	0.00367478180982994	0.203950390445567	0.501837390904915	1.51240623196769	0.072129255626082
ENST00000285599	5143	-2126.10	0.0196383433793506	0.0476375656231771	-0.144857087303131	0.523818782811589	0.746942934782609	-0.0244565217391304
ENST00000321356	1847	-454.80	0.0774228478613969	-0.0146182999458582	0.227937195452085	0.492690850027071	1.59046283309958	0.119214586255259
ENST00000228264	3717	-1520.50	0.0363196125907991	-0.00780199085283834	-0.156846919558784	0.496099004573581	0.728837209302325	0.0381395348837209
ENST00000289547	5048	-2000.60	-0.101426307448494	0.0202060221870048	-0.173137876386688	0.510103011093502	0.704829449510301	-0.103681188787572
ENST00000315251	7694	-2860.00	0.0493891343904341	0.0252144528203795	-0.050428905640759	0.51260722641019	0.903984162336055	0.0230141054194507
ENST00000226328	4233	-1068.70	0.0356721001653674	-0.0129931490668556	0.236947791164659	0.493503425466572	1.62105263157895	0.0637770897832817
ENST00000356063	5240	-2260.70	0.0320610687022901	0.0435114503816794	-0.212977099236641	0.52175572519084	0.648835745752045	-0.00943989930774069
ENST00000216862	3278	-993.70	-0.00793166564978648	-0.00244051250762656	0.0817571690054911	0.498779743746187	1.178073089701	-0.00598006644518274
ENST00000251091	6565	-2139.30	0.0306169078446307	-0.019040365575019	0.0516374714394517	0.490479817212491	1.10889816896884	0.0523610664953421
ENST00000323929	6897	-2021.10	0.0256633318834276	-0.02972306800058	0.230100043497173	0.48513846599971	1.59774011299435	0.071939736346516
ENST00000222382	1515	-392.20	0.0151815181518151	0.0363036303630362	0.165676567656766	0.518151815181518	1.39715189873418	-0.0253164556962025
ENST00000354420	1952	-860.00	-0.0122950819672131	0.00717213114754101	-0.257172131147541	0.503586065573771	0.590872045639772	-0.0154849225753871
ENST00000367739	2139	-573.30	0.0359981299672745	-0.0126227208976157	0.190275829827022	0.493688639551192	1.46997690531178	0.0600461893764434
ENST00000261889	3373	-1040.20	-0.00504002371775858	-0.0068188556181441	0.0886451230358731	0.496590572190928	1.19453480806766	0.00195185426154847
ENST00000353331	7110	-1745.40	0.050914205344585	-0.00900140646976089	0.269479606188467	0.49549929676512	1.73777435502503	0.0820177127454755
ENST00000341923	2490	-645.30	0.207228915662651	0.0674698795180723	0.12289156626506	0.533734939759036	1.28021978021978	0.159340659340659
ENST00000053867	2130	-909.20	-0.0525821596244131	-0.00375586854460092	-0.248826291079812	0.4981220657277	0.601503759398496	-0.0390977443609022
ENST00000034275	1762	-646.30	0.0874006810442678	0.101021566401816	-0.169125993189557	0.550510783200908	0.710679611650485	-0.0116504854368932
ENST00000221249	4617	-2053.50	0.00454840805717988	0.0153779510504657	-0.273987437730128	0.507688975525233	0.569874192451547	-0.00850051003060189
ENST00000262374	2132	-823.20	-0.0459662288930582	-0.0609756097560976	-0.0956848030018762	0.469512195121951	0.825342465753425	0.0136986301369863
ENST00000536306	2904	-741.70	0.0468319559228649	0.034435261707989	0.181818181818182	0.517217630853995	1.44444444444444	0.0151515151515152
ENST00000035307	3978	-1755.50	-0.0598290598290598	-0.0422322775263951	-0.227249874308698	0.478883861236802	0.62965997541991	-0.014338385907415
ENST00000322244	9540	-2343.20	-0.00943396226415094	-0.0387840670859538	0.288050314465409	0.480607966457023	1.80918727915194	0.0412249705535925
ENST00000356150	1763	-449.00	0.0459444129325013	-0.00170164492342595	0.192285876347136	0.499149177538287	1.47612359550562	0.0589887640449438
ENST00000366535	2555	-676.20	0.0223091976516634	-0.0684931506849316	0.225048923679061	0.465753424657534	1.58080808080808	0.117171717171717
ENST00000040663	3178	-1502.70	-0.013215859030837	0.0276903713027061	-0.0667086217747012	0.513845185651353	0.874926253687315	-0.0383480825958702
ENST00000264595	2037	-542.90	0.00540009818360332	-0.0427098674521355	0.197839960726559	0.478645066273932	1.49326805385557	0.0599755201958384
ENST00000040738	10567	-2899.37	0.177628465978991	0.0826156903567711	0.136178669442604	0.541307845178385	1.31529360210342	0.109991235758107
ENST00000358933	4767	-2029.70	0.00776169498636459	0.0178309209146214	-0.195720578980491	0.508915460457311	0.672631578947368	-0.00842105263157895
ENST00000344135	4065	-1322.04	-0.0400984009840099	-0.0273062730627307	0.0425584255842559	0.486346863468635	1.08890030832477	-0.013360739979445
ENST00000263413	3661	-1008.50	0.0630975143403442	0.0478011472275335	0.1434034416826	0.523900573613767	1.33482142857143	0.0178571428571429
ENST00000322344	1731	-773.80	0.0202195262853841	0.0155979202772963	-0.284806470248411	0.507798960138648	0.556654676258993	0.00359712230215827
ENST00000265245	3283	-1017.60	0.0886384404508073	0.0295461468169357	0.0405117270788913	0.514773073408468	1.08444444444444	0.0615873015873017
ENST00000316891	2112	-628.80	0.0700757575757576	-0.00757575757575757	0.0946969696969697	0.496212121212121	1.2092050209205	0.0857740585774058
ENST00000379942	5559	-2040.30	0.0109731966180968	-0.0052167656053248	-0.070336391437309	0.497391617197338	0.868571428571428	0.0151260504201681
ENST00000324460	3921	-1228.60	0.0696250956388677	-0.0124968120377455	0.0772762050497322	0.493751593981127	1.16749585406302	0.0889994472084024
ENST00000340096	3612	-985.40	0.123477297895903	0.0741971207087486	0.137873754152824	0.537098560354374	1.31984585741811	0.0571612074502248
ENST00000263150	4462	-1489.70	0.00224114746750337	-0.0457194083370687	0.0152398027790228	0.477140295831466	1.03095129722349	0.0487027765134274
ENST00000161863	6305	-1717.30	0.0334655035685963	-0.021411578112609	0.198413957176844	0.489294210943695	1.49505342303126	0.0684606252473288
ENST00000261844	4217	-1018.80	0.0296419255394831	0.043870049798435	0.247806497510078	0.521935024899218	1.65889029003783	-0.0189155107187894
ENST00000367478	9636	-2437.10	0.144043171440432	0.0693233706932337	0.201328352013284	0.534661685346617	1.504158004158	0.0935550935550936
ENST00000264613	4452	-1168.80	0.101976639712489	0.059299191374663	0.211590296495957	0.529649595687331	1.53675213675214	0.0541310541310542
ENST00000261588	6624	-2522.50	0.04981884057971	0.0649154589371981	-0.1256038647343	0.532457729468599	0.776824034334764	-0.013412017167382
ENST00000380041	2887	-716.10	-0.0100450294423277	-0.00173190162798753	0.258746103221337	0.499134049186006	1.6981308411215	-0.0112149532710281
ENST00000052569	4590	-1247.80	0.0392156862745099	-0.0575163398692811	0.212200435729847	0.471241830065359	1.53871681415929	0.122787610619469
ENST00000372736	319	-151.20	-0.0783699059561129	0.0282131661442007	-0.435736677115988	0.5141065830721	0.393013100436681	-0.074235807860262
ENST00000377403	9146	-3819.60	-0.0306144762737808	-0.00481084627159412	-0.130548873824623	0.497594576864203	0.769052224371373	-0.0228239845261121
ENST00000056233	3740	-1212.30	0.0486631016042781	0.0326203208556151	0.0620320855614973	0.516310160427808	1.13226909920182	0.0171037628278221
ENST00000262055	2106	-665.20	-0.0588793922127255	-0.050332383665717	0.0474833808167141	0.474833808167141	1.09970089730808	-0.00897308075772685
ENST00000265978	3481	-1513.70	-0.0399310542947429	-0.0364837690318873	-0.197357081298478	0.481758115484056	0.670345489443378	-0.00287907869481769
ENST00000264233	8757	-2420.62	0.0798218568002741	0.00354002512275903	0.180541281260706	0.50177001256138	1.44063545150502	0.0930880713489409
ENST00000315563	4038	-1637.20	0.0430906389301634	0.00990589400693409	-0.172362555720654	0.504952947003467	0.70595690747782	0.0283058724123363
ENST00000039989	4488	-1304.70	0.0441176470588235	0.0432263814616756	0.0962566844919786	0.521613190730838	1.21301775147929	0.000986193293885626
ENST00000261558	11675	-2822.20	-0.0148179871520343	-0.0257815845824411	0.305182012847966	0.487109207708779	1.8784516765286	0.0157790927021697
ENST00000315368	2685	-758.10	0.0592178770949721	-0.0472998137802607	0.179888268156425	0.47635009310987	1.43869209809264	0.129881925522253
ENST00000366541	2581	-737.40	0.1762882603642	0.0755521115846571	0.087175513366912	0.537776055792329	1.19100169779287	0.110356536502547
ENST00000329153	6604	-2347.90	0.00938824954572987	0.031496062992126	-0.0445184736523319	0.515748031496063	0.914757900840823	-0.021165555233401
ENST00000064780	3402	-1470.40	0.00235155790711339	-0.00999412110523212	-0.194003527336861	0.495002939447384	0.675036927621861	0.0103397341211226
ENST00000264279	1994	-515.50	0.149448345035105	0.0351053159478436	0.181544633901705	0.517552657973922	1.44362745098039	0.139705882352941
ENST00000312010	5234	-2029.00	0.0252197172334734	0.00496752006113871	-0.142911730989683	0.502483760030569	0.74991641591441	0.017719826145102
ENST00000341115	1762	-447.00	-0.0192962542565267	-0.0136208853575481	0.208853575482406	0.493189557321226	1.52797704447633	-0.00717360114777622
ENST00000319801	6002	-1615.00	0	-0.0266577807397534	0.210929690103299	0.486671109630123	1.53462837837838	0.0337837837837838
ENST00000288167	2016	-585.70	0.0138888888888888	0.0744047619047619	0.0902777777777777	0.537202380952381	1.19847328244275	-0.0665212649945474
ENST00000346342	2409	-930.70	0.0593607305936073	0.0684931506849314	-0.168119551681195	0.534246575342466	0.712153518123667	-0.007818052594172
ENST00000261207	5582	-1413.00	0.0759584378359011	0.0139734862056611	0.233608025797205	0.506986743102831	1.6096306685367	0.0808789153810192
ENST00000299853	3690	-1260.90	0.0590785907859079	0.0260162601626017	-0.0260162601626017	0.513008130081301	0.949286846275753	0.0322239830956155
ENST00000332127	5015	-1423.04	0.0404785643070788	-0.00538384845463602	0.154137587238285	0.497308075772682	1.36445073078736	0.0542197076850542
ENST00000248104	4320	-1809.30	-0.0143518518518519	-0.0694444444444444	-0.128240740740741	0.465277777777778	0.772671317193271	0.0488305293393517
ENST00000040877	5206	-1829.70	0.0157510564733001	-0.0618517095658855	0.0426431041106415	0.469074145217057	1.08908507223114	0.0810593900481541
ENST00000075120	3827	-1177.60	-0.0472955317481056	-0.0791742879540109	0.0901489417298145	0.460412856022995	1.19816197587593	0.0350373348650201
ENST00000261192	9314	-2462.10	0.0150311359244149	-0.0317801159544771	0.257891346360318	0.484109942022761	1.69502314814815	0.0630787037037037
ENST00000407847	9147	-2678.90	-0.0138843336613097	0.00163988192850117	0.137859407455997	0.500819940964251	1.31980725336039	-0.0180065939639868
ENST00000261674	3246	-1137.90	0.0942698706099816	0.0745532963647566	-0.111521873074553	0.537276648182378	0.799334811529933	0.0177383592017739
ENST00000333602	4476	-2203.20	0.0285969615728328	0.0160857908847185	-0.336907953529937	0.508042895442359	0.495989304812834	0.00935828877005346
ENST00000393629	5612	-1626.40	0.0217391304347826	-0.0185317177476835	0.140057020669993	0.490734141126158	1.32573559883962	0.0468296726067136
ENST00000264779	1786	-442.40	0.113101903695409	0.051511758118701	0.208286674132139	0.525755879059351	1.52616690240453	0.0777934936350778
ENST00000440232	3444	-1558.70	0.0116144018583042	0.00464576074332168	-0.295005807200929	0.502322880371661	0.544394618834081	0.00538116591928247
ENST00000396720	5739	-2508.80	-0.113434396236278	0.136086426206656	-0.371667537898589	0.568043213103328	0.458079268292683	-0.181910569105691
ENST00000504625	435	-189.90	-0.0482758620689656	0.0574712643678161	-0.393103448275862	0.528735632183908	0.435643564356436	-0.0759075907590759
ENST00000370249	6305	-2084.70	-0.0499603489294211	-0.00745440126883423	0.00396510705789055	0.496272799365583	1.00796178343949	-0.0426751592356688
ENST00000238561	3268	-1174.30	-0.0893512851897185	-0.0330477356181151	-0.0611995104039167	0.483476132190942	0.884659746251442	-0.0530565167243368
ENST00000263094	6816	-3205.50	-0.0223004694835681	-0.0190727699530516	-0.293720657276995	0.490463615023474	0.545928782036743	-0.00249489680199596
ENST00000361757	4906	-2276.00	-0.00122299225438244	0.0448430493273543	-0.33265389319201	0.522421524663677	0.500764759865402	-0.0345671459161823
ENST00000262949	886	-390.00	0.133182844243792	0.0203160270880361	-0.291196388261851	0.510158013544018	0.548951048951049	0.0874125874125874
ENST00000267101	5919	-2084.90	0.0126710593005575	0.0157121135326914	-0.0403784423044433	0.507856056766346	0.922377395258201	-0.0029230269568041
ENST00000316218	1844	-626.50	0.0856832971800434	-0.00542299349240771	-0.0455531453362256	0.497288503253796	0.912863070539419	0.0871369294605809
ENST00000346322	5892	-2185.40	0.0991174473862865	0.054989816700611	-0.118126272912424	0.527494908350306	0.788706739526412	0.0394656952034001
ENST00000261455	2475	-772.80	0.0278787878787878	-0.0165656565656566	0.0763636363636363	0.491717171717172	1.16535433070866	0.0481189851268592
ENST00000298428	2495	-725.40	-0.0845691382765532	-0.0677354709418838	0.104609218436874	0.466132264529058	1.23366159355416	-0.0188003581020591
ENST00000264607	6891	-2647.90	-0.00798142504716293	-0.10985343201277	-0.051516470758961	0.445073283993615	0.902014904775048	0.0968810378139663
ENST00000261461	3245	-1089.00	0.0224961479198767	0.0040061633281972	0.0471494607087828	0.502003081664099	1.09896507115136	0.019404915912031
ENST00000264051	3184	-1221.80	0.0546482412060301	0.0665829145728643	-0.141331658291457	0.533291457286432	0.752339020363236	-0.0104567969179967
ENST00000294732	6132	-1538.40	0.0759947814742335	0.0427266797129811	0.238747553816047	0.521363339856491	1.62724935732648	0.0437017994858612
ENST00000312938	6020	-1671.90	0.0521594684385382	0.0259136212624584	0.180398671096345	0.512956810631229	1.44021078232671	0.0320226996351844
ENST00000370952	2843	-638.80	0.0193457615195216	-0.010200492437566	0.306366514245515	0.494899753781217	1.88336713995943	0.0425963488843813
ENST00000329697	2935	-891.50	0.163202725724021	0.0289608177172061	0.06984667802385	0.514480408858603	1.15018315018315	0.144322344322344
ENST00000173898	4647	-1815.30	0.0174306003873467	-0.00581020012911559	-0.0742414460942543	0.497094899935442	0.861778846153846	0.0216346153846154
ENST00000327761	1757	-736.00	0.0472396129766648	-0.0483779169038133	-0.16107000569152	0.475811041548093	0.722549019607843	0.0823529411764706
ENST00000293349	2987	-1510.90	-0.0297957817207901	0.00502176096417806	-0.377971208570472	0.502510880482089	0.451409135082604	-0.0252672497570457
ENST00000375630	8768	-2971.30	-0.0184762773722628	0.031021897810219	-0.0203010948905109	0.51551094890511	0.960205678515538	-0.0485133020344288
ENST00000263857	12480	-4768.40	0.0102564102564102	0.00705128205128203	-0.0375000000000001	0.503525641025641	0.927710843373494	0.00308928019771392
ENST00000381103	3360	-871.50	0.0547619047619048	0.0398809523809525	0.168452380952381	0.519940476190476	1.40515390121689	0.0178954903364352
ENST00000326448	3999	-939.50	0.0732683170792698	-0.0057514378594648	0.287821955488872	0.497124281070268	1.80828651685393	0.110955056179775
ENST00000261339	465	-127.10	0.118279569892473	0.0279569892473119	0.126881720430108	0.513978494623656	1.29064039408867	0.103448275862069
ENST00000263202	1791	-534.90	0.00725851479620321	0.00502512562814067	0.0776102735901731	0.50251256281407	1.1682808716707	0.00242130750605327
ENST00000261349	10252	-2941.60	0.0253609051892314	-0.0495513070620367	0.181037846273898	0.475224346468982	1.44211529299667	0.0914721295855169
ENST00000166139	2501	-1162.00	-0.0163934426229508	-0.0283886445421831	-0.286685325869652	0.485805677728908	0.554381603480423	0.00932256059664388
ENST00000174618	4925	-2045.40	-0.0594923857868019	0.0672081218274112	-0.225583756345178	0.533604060913706	0.631875414181577	-0.10337972166998
ENST00000336332	2579	-1019.40	-0.0321830166731292	0.0562233423807678	-0.183404420317953	0.528111671190384	0.690039318479685	-0.0747051114023592
ENST00000174653	3661	-1147.00	0.00409724119093147	-0.0385140671947555	0.0887735591368478	0.480742966402622	1.19484412470024	0.0467625899280576
ENST00000313367	6749	-1933.20	0.00518595347458883	-0.0122981182397393	0.162838939102089	0.49385094088013	1.38902654867257	0.0208849557522124
ENST00000262752	8465	-2128.90	0.0178381571175428	-0.0261075014766687	0.279858239810986	0.486946249261666	1.77723097112861	0.0610236220472441
ENST00000314728	4871	-1836.40	-0.0231985218640936	0.0190925887908027	-0.0876616711147609	0.509546294395401	0.838807097017742	-0.038882597206493
ENST00000261646	4178	-1921.60	-0.0397319291527047	0.0196266156055529	-0.294399234083293	0.509813307802776	0.545118343195266	-0.0458579881656805
ENST00000261681	5552	-1557.80	0.0605187319884726	-0.0309798270893371	0.198126801152738	0.484510086455331	1.49415992812219	0.114106019766397
ENST00000251607	2252	-590.40	0.088809946714032	-0.0284191829484903	0.255772646536412	0.485790408525755	1.6873508353222	0.157517899761337
ENST00000261693	3405	-1288.40	-0.0690161527165933	0.00616740088105727	-0.120704845814978	0.503083700440529	0.784591194968553	-0.0670859538784068
ENST00000308919	2322	-1097.10	-0.0749354005167959	0.0404823428079242	-0.348837209302326	0.520241171403962	0.482758620689655	-0.0855683269476373
ENST00000380903	2283	-1100.10	0.00832238282961018	-0.00131406044678051	-0.337713534822602	0.49934296977661	0.495088408644401	0.00720366732154549
ENST00000167462	3480	-1589.90	-0.00804597701149423	0.00574712643678149	-0.282758620689655	0.502873563218391	0.559139784946237	-0.0107526881720429
ENST00000310298	3984	-1168.98	0.0316265060240963	0.0486947791164659	0.0943775100401606	0.524347389558233	1.20842572062084	-0.0188470066518848
ENST00000309481	1500	-482.40	0.0666666666666667	-0.00266666666666676	0.0213333333333333	0.498666666666667	1.04359673024523	0.0708446866485014
ENST00000261944	4068	-1615.00	-0.00196656833824971	0.0427728613569322	-0.184365781710914	0.521386430678466	0.688667496886675	-0.0377750103777501
ENST00000359273	1454	-553.20	-0.00137551581843187	-0.0123796423658873	-0.125171939477304	0.493810178817056	0.777506112469438	0.00977995110024451
ENST00000381638	11466	-4174.70	0.0226757369614512	0.0106401534972964	-0.0655852084423513	0.505320076748648	0.876902930103126	0.0112948109346865
ENST00000159087	4178	-1956.70	0.0143609382479655	0.0181905217807563	-0.316419339396841	0.509095260890378	0.519272727272727	-0.00290909090909093
ENST00000381031	2566	-982.10	-0.0257209664848013	-0.00701480904130941	-0.11925175370226	0.496492595479345	0.786908077994429	-0.0167130919220056
ENST00000341119	4056	-969.90	-0.0335305719921104	-0.0443786982248521	0.314595660749507	0.477810650887574	1.91798561151079	0.0158273381294964
ENST00000389386	2660	-1179.80	-0.00601503759398497	0.0578947368421053	-0.286466165413534	0.528947368421053	0.554646405610754	-0.0496785505552309
ENST00000351773	7027	-1956.80	0.131065888714957	0.0476732602817704	0.176604525402021	0.523836630140885	1.42896647079157	0.101278949187694
ENST00000270301	4632	-1906.00	-0.00647668393782386	0.052245250431779	-0.203799654576857	0.526122625215889	0.661406025824964	-0.048780487804878
ENST00000370345	4634	-1732.50	-0.0336642209753992	0.001294777729823	-0.0854553301683212	0.500647388864911	0.842544731610338	-0.0322067594433399
ENST00000265562	5237	-2164.44	-0.0498376933358794	0.0853542104258164	-0.242696200114569	0.542677105212908	0.60940381069453	-0.108789182544561
ENST00000261739	4148	-1301.50	0.0110896817743491	0.0163934426229508	0.062198649951784	0.508196721311475	1.13264781491003	-0.00565552699228792
ENST00000338432	9360	-3499.70	0.0297008547008548	0.0277777777777777	-0.0946581196581197	0.513888888888889	0.827054460277181	0.001756783134882
ENST00000370839	1575	-416.20	-0.04	0.0425396825396826	0.147936507936508	0.521269841269841	1.34724292101341	-0.0968703427719822
ENST00000160298	3889	-1838.10	-0.0059141167395218	0.0717408074055026	-0.358189766006686	0.535870403702751	0.47254827716774	-0.0571753123816736
ENST00000358368	2647	-1073.80	0.0328673970532678	0.0404231205137892	-0.231582924064979	0.520211560256895	0.623926380368098	-0.00613496932515338
ENST00000337665	3171	-1409.20	0.0406811731315042	0.0261747082939137	-0.263323872595396	0.513087354146957	0.583125312031952	0.0114827758362456
ENST00000264057	6297	-2569.90	0.00651103700174682	-0.0128632682229633	-0.148165793234874	0.493568365888518	0.741908713692946	0.0168741355463347
ENST00000290419	2227	-712.20	0.0651100134710373	0.0498428378985182	0.00942972608890891	0.524921418949259	1.01903898458749	0.0154125113327289
ENST00000170630	3380	-1327.40	0.0189349112426036	0.0248520710059172	-0.151479289940828	0.512426035502959	0.736896197327852	-0.00513874614594042
ENST00000310300	3177	-1441.30	-0.0563424614416115	0.0261252754170602	-0.310040919106075	0.51306263770853	0.526669870254685	-0.0629505045651129
ENST00000358780	3932	-970.10	0.0188199389623601	-0.0437436419125127	0.29145473041709	0.478128179043744	1.82268485283561	0.0882986360373295
ENST00000305232	1506	-683.10	-0.0146082337317397	0.0292164674634794	-0.297476759628154	0.51460823373174	0.541453428863869	-0.0337768679631525
ENST00000263681	3821	-1077.30	0.0552211462967809	0.0206752159120649	0.139492279507982	0.510337607956032	1.32420924574209	0.0401459854014599
ENST00000321955	3035	-752.30	0.0688632619439868	0.0280065897858319	0.234266886326194	0.514003294892916	1.6118760757315	0.0533562822719449
ENST00000226319	5695	-1704.20	0.0739244951712028	0.00122914837576815	0.118876207199298	0.500614574187884	1.26982861697888	0.0825029892387406
ENST00000326324	3816	-1553.70	0.0136268343815513	0.029874213836478	-0.169287211740042	0.514937106918239	0.710443747198566	-0.0138951142985209
ENST00000343483	2064	-644.70	0	-0.00484496124031009	0.0416666666666667	0.497577519379845	1.08695652173913	0.00505561172901922
ENST00000325083	6820	-1795.50	0.127565982404692	0.0592375366568914	0.175073313782991	0.529618768328446	1.42445787415571	0.0828297191610381
