labels 1 2 3 4
1 0.93813 0.028399 0.0270609 0.0064098
2 0.00332642 0.990139 0.00646872 6.58137e-05
2 5.88705e-09 0.999961 4.02558e-06 3.52252e-05
1 0.912897 0.0869483 4.70463e-05 0.00010763
2 1.36167e-08 0.999947 3.90945e-06 4.90124e-05
2 0.00869149 0.862008 0.00418602 0.125114
2 9.04656e-06 0.995902 0.00408642 2.27521e-06
3 0.0247676 0.221106 0.619793 0.134333
1 0.999974 8.02538e-06 6.21504e-06 1.18465e-05
1 0.996097 0.00365242 0.000250169 7.15737e-07
2 0.0227775 0.952518 0.0239803 0.000724077
1 0.930509 0.00505785 0.044648 0.0197854
1 0.994318 0.00037925 0.00159715 0.00370545
2 3.05588e-07 0.999688 0.000297398 1.393e-05
1 0.584615 0.268389 0.0356723 0.111324
1 0.800683 0.198072 0.000292677 0.000952856
2 2.66907e-07 0.999638 0.000119176 0.000242137
1 0.992482 0.00711314 0.000396318 8.20217e-06
1 0.998737 0.00120507 5.31652e-05 5.06774e-06
2 1.38053e-06 0.998872 0.00094395 0.000182334
1 0.704213 0.0139624 0.00130792 0.280517
3 0.00871969 0.185886 0.804478 0.000916371
2 0.000293951 0.992697 0.000953899 0.00605523
1 0.998252 0.00164136 0.000102342 4.71524e-06
1 0.999862 5.01221e-06 1.15921e-06 0.000131381
1 0.629255 0.316927 0.0463697 0.00744838
3 3.71574e-08 2.73483e-08 0.999932 6.75578e-05
1 0.77068 0.0683669 0.156668 0.00428494
2 7.6528e-07 0.999617 2.07583e-05 0.000361816
2 8.52145e-05 0.987831 0.0120781 6.14635e-06
2 4.91973e-05 0.99111 0.0063377 0.00250309
2 0.010422 0.976088 0.00439588 0.0090946
1 0.988519 0.0114759 4.56602e-06 3.18091e-07
3 0.224282 0.0697108 0.671443 0.0345639
2 0.104101 0.750601 0.108593 0.036705
2 0.38039 0.598545 0.020223 0.000841819
1 0.930871 0.00734768 0.00671557 0.055066
2 0.002476 0.513258 0.483558 0.000708143
1 0.862209 0.114082 0.0214113 0.00229741
2 0.0345969 0.964549 0.000633269 0.000220463
1 0.998988 0.000815874 0.000178597 1.71062e-05
2 1.46224e-08 0.99995 5.02091e-05 1.74028e-07
2 0.0294289 0.844207 0.0662208 0.0601435
2 2.29339e-09 0.999945 4.15792e-05 1.35008e-05
1 0.565059 0.305091 0.124385 0.0054645
2 5.86173e-08 0.999986 1.36645e-05 5.28943e-08
1 0.906577 0.0316248 0.0602512 0.00154678
4 0.0585062 0.024976 0.0350209 0.881497
2 0.18101 0.808032 0.00296374 0.0079946
1 0.951378 0.032967 0.0150867 0.00056858
1 0.451207 0.18859 0.359588 0.000615444
2 0.0156291 0.977941 0.00494598 0.00148423
2 0.158103 0.659092 0.0989169 0.0838883
2 2.02487e-07 0.999812 2.74919e-05 0.000160206
1 0.964449 0.0354255 0.000103612 2.17194e-05
2 7.27084e-12 1 2.05149e-07 3.33668e-08
2 1.79454e-06 0.999496 1.10934e-06 0.000500743
1 0.823083 0.10725 0.0649878 0.00467909
2 0.00215732 0.972796 0.023322 0.00172491
2 3.31044e-10 0.999975 2.45557e-05 3.35253e-08
2 0.0114137 0.986857 0.00166873 6.10753e-05
3 0.342202 0.0660398 0.57107 0.0206883
3 0.0114618 0.000676599 0.986195 0.0016662
2 0.170378 0.815087 0.0132368 0.00129789
2 4.91529e-07 0.999683 1.58693e-05 0.000300331
2 1.18907e-07 0.999696 6.07658e-07 0.000303509
2 0.217655 0.607194 0.17015 0.00500083
2 0.0820377 0.844141 0.0705424 0.00327863
1 0.734888 0.0475397 0.217122 0.000450345
2 0.0460185 0.899027 0.0130152 0.0419397
1 0.999618 0.000311141 6.32147e-05 7.92278e-06
1 0.675115 0.223974 0.0950927 0.00581847
3 0.138632 0.1543 0.372821 0.334248
1 0.501359 0.498056 6.03058e-05 0.000524518
2 0.057385 0.84411 0.0978386 0.000666251
2 0.0045339 0.970634 0.00414257 0.0206895
3 0.150219 0.277262 0.521873 0.050646
2 4.40157e-05 0.996032 0.00021222 0.00371192
2 1.66602e-06 0.999324 0.000229995 0.000443861
2 0.446462 0.548966 0.00437229 0.000199934
2 5.13105e-07 0.999726 1.69636e-05 0.000256193
1 0.999843 0.000118787 3.79837e-05 2.1146e-07
1 0.97395 0.00893072 0.0170666 5.28192e-05
2 6.50264e-06 0.998575 0.00131661 0.000101868
2 0.00310712 0.985091 0.0117956 5.90056e-06
2 2.77332e-07 0.999948 4.90887e-06 4.71856e-05
2 0.205559 0.784564 0.00978218 9.47597e-05
1 0.999457 0.000531713 8.3256e-07 1.08514e-05
2 0.164183 0.793315 0.00128014 0.0412216
3 0.00150976 0.00273623 0.995514 0.000239543
1 0.997409 5.70479e-06 0.00253241 5.33457e-05
3 0.0233502 0.258149 0.718328 0.000172727
2 0.323806 0.571195 0.101064 0.00393597
2 6.94612e-09 0.999929 7.0862e-05 5.47675e-07
3 0.0864249 0.174313 0.655837 0.0834246
2 0.000650334 0.91897 0.080379 4.45742e-07
1 0.880174 0.101061 0.00254732 0.016217
2 6.51014e-07 0.999769 7.11737e-05 0.000159018
2 0.0547287 0.943763 0.000274605 0.00123346
2 1.36828e-08 1 5.7568e-08 3.86827e-08
2 0.0342097 0.964668 0.00110328 1.9431e-05
1 0.532317 0.1916 0.272261 0.00382277
2 4.24748e-08 0.999984 5.94749e-07 1.5796e-05
2 8.69841e-08 0.999958 1.58339e-05 2.61059e-05
2 0.30419 0.690334 0.00531848 0.000157159
1 0.659869 0.0237432 0.197756 0.118632
1 0.663415 0.193706 0.0597747 0.0831047
3 0.21108 0.257962 0.311991 0.218966
2 4.0348e-09 0.999964 3.62315e-08 3.57233e-05
2 1.64688e-14 1 1e-07 3.33343e-08
1 0.97086 0.0277945 0.00134531 4.8091e-07
1 0.733969 0.163763 0.100827 0.00144165
2 0.00139294 0.984718 0.00315069 0.0107388
2 7.86897e-07 0.999646 5.3353e-05 0.000299815
1 0.423309 0.0620779 0.372129 0.142484
1 0.88342 0.110196 0.00113368 0.00524953
3 0.390103 0.115178 0.493096 0.00162404
2 2.9939e-08 0.999769 0.00022936 1.25594e-06
2 0.0135895 0.939643 0.046754 1.32199e-05
2 3.2818e-10 0.999992 5.19508e-06 2.59652e-06
1 0.901464 0.0892291 0.00791122 0.0013959
2 2.70318e-08 0.999998 8.26018e-07 9.26033e-07
1 0.472378 0.343592 0.174927 0.00910201
3 0.205013 0.216857 0.564962 0.0131685
2 0.00126597 0.544999 0.453626 0.000108544
2 0.0193788 0.933217 0.0468253 0.000578902
2 4.88014e-07 0.999639 9.83725e-05 0.000262461
2 0.0859213 0.908638 0.00441554 0.00102497
2 0.0333586 0.954877 0.0071359 0.00462885
2 0.0220196 0.974414 0.00314058 0.000426143
3 0.0124105 0.0345808 0.952976 3.26657e-05
2 0.0998245 0.899108 0.000861434 0.0002063
2 0.00131992 0.997239 0.00099326 0.000447621
2 2.46336e-07 0.999751 0.000113988 0.00013505
1 0.893174 0.104105 0.0021847 0.000536514
3 0.0248837 0.305067 0.544341 0.125708
3 3.74866e-11 5.9392e-11 0.999997 2.66628e-06
2 0.12823 0.569741 0.26384 0.0381887
2 0.00308932 0.510438 0.486132 0.000340575
2 0.00205656 0.993632 0.00426819 4.3181e-05
1 0.99972 0.00018418 6.32616e-05 3.22057e-05
1 0.789494 0.0170214 0.192325 0.00115954
2 0.000550238 0.66176 0.334147 0.00354241
2 0.00134798 0.99846 0.000119817 7.18242e-05
2 0.0435965 0.940485 0.00694473 0.008974
2 4.63317e-08 0.999889 2.94474e-05 8.15695e-05
3 0.02444 0.416908 0.549595 0.00905708
1 0.999726 0.000161132 7.55398e-05 3.72003e-05
3 0.36915 0.0172464 0.544148 0.069455
2 1.11165e-07 0.999786 5.40961e-05 0.000159552
1 0.823508 0.156924 0.0187937 0.000773649
2 7.87898e-08 0.999895 5.46212e-05 5.0532e-05
1 0.68433 0.0682751 0.0199901 0.227405
2 9.79383e-09 0.999952 3.73994e-08 4.82745e-05
1 0.798445 0.189518 0.0120238 1.2747e-05
2 6.2549e-09 0.999982 4.11972e-06 1.40785e-05
2 0.00821112 0.924213 0.000525992 0.0670503
1 0.605077 0.0767092 0.219952 0.0982619
1 0.99999 3.35542e-07 9.65299e-06 1.62398e-07
1 0.9978 0.00178887 0.000143737 0.000267725
1 0.999651 0.000187817 9.85656e-05 6.24424e-05
1 0.999523 0.00041955 1.37145e-05 4.32496e-05
1 0.899503 0.00579252 0.00410574 0.0905986
2 0.0543606 0.942799 0.00283679 3.61519e-06
3 0.0215004 0.00149068 0.97697 3.87582e-05
1 0.990152 5.14101e-05 0.00979615 6.28769e-08
2 9.76126e-08 0.999797 8.9148e-05 0.000113334
1 0.940212 0.00638613 0.0533757 2.64484e-05
3 0.00304019 0.000884638 0.995843 0.000232393
3 4.64211e-08 3.72025e-08 0.999926 7.37167e-05
1 0.999641 0.000202095 0.000136039 2.109e-05
2 1.32816e-06 0.999566 5.4486e-05 0.000377812
1 0.999603 0.000179664 0.000116758 0.000100872
2 4.17931e-07 0.999741 6.80805e-05 0.000190555
1 0.999485 0.000398218 6.4688e-05 5.2145e-05
2 4.12655e-07 0.999993 2.97051e-06 3.5666e-06
2 0.00229931 0.997695 5.52372e-06 3.34152e-08
2 0.00559947 0.99324 0.000987482 0.000172606
1 0.645954 0.353956 7.46378e-05 1.56131e-05
2 6.87486e-10 0.999987 1.08668e-05 1.71528e-06
2 7.96101e-07 0.999582 0.000403692 1.33726e-05
1 0.386923 0.380656 0.0296068 0.202815
1 0.999583 0.000272272 0.000102507 4.25886e-05
3 0.00273568 0.000400504 0.996855 9.18595e-06
3 1.92099e-10 3.4741e-10 0.999996 4.08858e-06
2 0.00194486 0.997808 0.000172491 7.41813e-05
1 0.601318 0.398433 0.000165335 8.35698e-05
2 0.00501852 0.994927 3.42761e-05 2.04465e-05
2 2.00426e-06 0.999306 0.000577307 0.000114832
1 0.991212 0.0087801 6.3204e-06 1.66901e-06
2 0.212449 0.787482 2.94195e-05 4.00935e-05
2 0.0697094 0.926576 0.00370291 1.15431e-05
1 0.928538 0.0660186 0.00490797 0.000535477
1 0.98853 0.00847454 0.0029867 8.47602e-06
2 1.16289e-07 0.999996 3.29041e-06 7.91474e-07
2 5.76615e-08 0.999949 4.21458e-05 8.52204e-06
1 0.980931 0.00926281 0.00945625 0.000350056
3 1.66687e-05 0.101123 0.89886 2.75797e-07
1 0.999485 0.000468329 4.683e-05 3.72706e-08
1 0.999878 6.81193e-05 5.41032e-05 4.27534e-08
1 0.997982 2.33421e-05 0.00193087 6.41367e-05
2 0.00138607 0.998586 1.03059e-05 1.81127e-05
2 5.99209e-09 1 5.3229e-08 7.57047e-08
2 0.00134138 0.994008 2.92223e-06 0.00464752
2 1.41401e-06 0.998437 0.00154151 1.98304e-05
2 0.177889 0.797721 0.0242892 0.000101119
2 1.68776e-06 0.999586 3.34974e-05 0.000379287
2 1.86772e-07 0.999551 1.53625e-06 0.000447016
4 0.305616 0.00648229 0.0245962 0.663305
1 0.993746 0.00609498 9.59856e-07 0.000157687
1 0.999694 0.000150182 6.25331e-05 9.35113e-05
1 0.999317 1.02124e-05 0.000342577 0.000329995
4 0.0337183 0.0198637 0.00204221 0.944376
3 3.18814e-08 1.85373e-08 0.999935 6.49112e-05
1 0.475228 0.432228 0.00124523 0.0912982
2 0.0298011 0.952616 0.0116753 0.00590759
1 0.942178 0.0220988 0.0301247 0.00559808
2 2.41204e-07 0.999803 3.90771e-05 0.000157223
4 3.19066e-09 4.87563e-09 3.50532e-09 1
2 1.91682e-07 0.999801 7.45112e-05 0.000124457
1 0.890507 0.032478 0.0431042 0.0339107
3 7.10555e-08 6.32957e-08 0.999862 0.000138065
1 0.332233 0.326474 0.166824 0.17447
4 2.00804e-10 2.24355e-10 8.76072e-11 1
4 0.149445 0.384304 0.0546299 0.411621
4 1.77344e-10 7.03564e-11 9.14856e-11 1
1 0.399129 0.0135572 0.246639 0.340674
4 9.47453e-11 8.40852e-11 5.11248e-11 1
3 1.77042e-08 1.29927e-08 0.999956 4.44414e-05
1 0.99948 0.000306331 7.31974e-05 0.000140286
4 0.191059 0.0931588 0.00639941 0.709382
1 0.765678 0.0353325 0.00473837 0.194251
4 6.90761e-11 1.10021e-10 5.84574e-11 1
4 9.70781e-07 7.24574e-07 9.03744e-07 0.999997
4 0.135172 0.0126458 0.00127734 0.850905
1 0.659636 0.311372 0.0224777 0.00651428
2 0.150173 0.845575 0.00299098 0.00126177
1 0.883806 0.0413776 0.0172758 0.0575408
1 0.931069 0.0253215 0.00482314 0.0387864
1 0.972488 0.000496624 0.00291739 0.0240985
1 0.87383 0.0313964 0.002281 0.0924926
3 0.022407 0.262662 0.629508 0.0854228
4 6.85672e-11 1.03996e-10 6.10811e-11 1
1 0.999664 0.000215346 4.26274e-05 7.82092e-05
1 0.702376 0.0338528 0.0120316 0.251739
2 0.060424 0.886141 0.0445586 0.00887676
2 4.43802e-07 0.999542 4.58526e-05 0.000411268
1 0.724187 0.0365083 0.00537347 0.233931
2 0.0177239 0.941393 0.00554205 0.0353414
1 0.703111 0.183992 0.0430185 0.0698785
1 0.997467 9.75759e-05 0.000402527 0.00203279
3 0.216268 0.140138 0.633556 0.0100389
1 0.796318 0.0664241 0.118685 0.018573
1 0.999487 0.000197185 0.000113076 0.000203079
2 0.0991298 0.810591 0.0101346 0.0801445
4 0.0544919 0.0137831 0.0357644 0.895961
4 0.218552 0.174494 0.0979026 0.509051
1 0.890564 0.0212816 0.0712547 0.0168992
1 0.999428 0.000361242 0.000162259 4.82568e-05
1 0.482099 0.382964 0.0925744 0.0423628
1 0.9994 0.000565949 5.94435e-07 3.36092e-05
1 0.501569 0.3891 0.0610695 0.0482613
3 6.36832e-07 8.73549e-07 0.999688 0.000310265
2 1.07621e-06 0.999479 0.000108935 0.000410605
4 0.127763 0.079017 0.0201104 0.773109
2 0.140835 0.642406 0.0101161 0.206643
1 0.564998 0.314334 0.0362945 0.0843736
3 0.299596 0.0435921 0.636028 0.0207842
4 0.161121 0.153725 0.0446452 0.640509
1 0.788682 0.0242517 0.0107528 0.176314
3 4.63198e-08 2.60792e-08 0.99991 9.03064e-05
4 1.7792e-06 1.67165e-06 6.82161e-07 0.999996
1 0.952404 0.0190258 0.0188782 0.00969193
3 7.332e-08 1.17035e-07 0.99988 0.00011976
1 0.999166 0.000446783 0.000112825 0.000274521
4 6.26813e-07 3.24949e-07 4.42062e-07 0.999999
1 0.762973 0.0648986 0.0327663 0.139362
4 0.18519 0.023156 0.00712176 0.784532
2 2.58376e-07 0.999389 0.000270364 0.000340224
1 0.99577 0.00376976 8.77051e-05 0.000372759
1 0.908603 0.00329516 0.00160724 0.086495
1 0.935879 0.040539 0.0154622 0.00812012
2 0.199772 0.463776 0.327672 0.00877981
1 0.790099 0.0293677 0.0211232 0.15941
1 0.45716 0.247693 0.0896024 0.205545
3 0.415912 0.0416722 0.524786 0.0176295
1 0.651765 0.153637 0.0165837 0.178014
2 2.9668e-07 0.999746 5.36643e-05 0.000199587
1 0.968161 0.0188234 0.000880564 0.0121354
1 0.866467 0.120118 0.00681083 0.00660464
1 0.977579 0.0144176 0.00760806 0.000395214
1 0.999559 0.000239552 0.000131493 6.95598e-05
3 0.116704 0.0407573 0.809663 0.0328753
1 0.670021 0.130391 0.00336929 0.196218
4 0.00343897 0.00311041 0.000208303 0.993242
1 0.61858 0.319538 0.0167096 0.0451727
1 0.661104 0.0340627 0.00379728 0.301036
2 0.10397 0.623277 0.213263 0.05949
1 0.522683 0.325512 0.0610864 0.0907185
4 1.62714e-10 2.28925e-10 2.1627e-10 1
4 0.29708 0.0494545 0.0105581 0.642907
1 0.976759 0.0100906 0.0107573 0.00239309
4 0.0242012 0.0648082 0.42666 0.48433
1 0.495595 0.10327 0.00150442 0.399631
2 0.391789 0.466947 0.106091 0.0351726
2 0.00389547 0.995123 0.000486676 0.000494812
1 0.999637 0.00019733 0.000109671 5.57971e-05
2 0.199512 0.303184 0.23382 0.263484
1 0.999503 0.000394222 7.7695e-05 2.52369e-05
2 0.458193 0.538271 0.00197337 0.00156211
1 0.999677 0.000189842 9.09668e-05 4.2569e-05
1 0.998702 0.000874709 0.000297477 0.00012559
1 0.563198 0.399418 0.0340796 0.0033044
4 2.10903e-09 1.16532e-09 1.0242e-09 1
1 0.739636 0.0272587 0.203395 0.0297105
3 0.000491966 0.00448269 0.993746 0.00127931
1 0.805151 0.0919246 0.0515237 0.0514008
2 0.429808 0.449307 0.00103787 0.119847
4 3.69899e-10 1.31938e-10 1.90334e-10 1
4 1.01143e-10 9.41084e-11 4.30214e-11 1
2 0.0697097 0.745848 0.151061 0.0333814
1 0.968666 0.00549066 0.00557173 0.020272
1 0.820687 0.134852 0.0302153 0.0142458
4 1.07487e-08 1.07895e-08 8.03858e-09 1
1 0.999662 0.00015459 6.79935e-05 0.000115616
2 2.06399e-07 0.999809 5.27175e-05 0.000138095
1 0.826644 0.00422942 0.0109463 0.15818
4 0.38813 0.0229314 0.0047893 0.58415
4 3.67523e-07 1.95335e-07 3.64965e-07 0.999999
2 1.44825e-06 0.999315 3.94619e-05 0.000644177
1 0.977852 0.0180442 0.00216357 0.00194036
4 1.32599e-10 2.04526e-10 6.83846e-11 1
4 2.63408e-11 1.48289e-11 1.30504e-11 1
4 1.06025e-10 2.17449e-10 1.32379e-10 1
3 0.458791 0.0461505 0.470373 0.0246862
4 0.361701 0.240815 0.0090902 0.388393
4 2.9843e-08 1.42181e-08 1.47612e-08 1
2 0.209698 0.495679 0.283175 0.0114487
3 0.0155191 0.0201641 0.958042 0.00627471
4 2.18984e-10 1.4631e-10 1.6536e-10 1
4 1.12514e-08 7.47772e-09 5.5982e-09 1
1 0.606871 0.337196 0.0478865 0.00804608
2 0.221801 0.685927 0.021019 0.071253
1 0.998483 0.000191697 0.00130456 2.11467e-05
4 0.289365 0.0892257 0.236273 0.385136
3 0.263886 0.126084 0.345534 0.264496
4 0.000962139 0.0349318 0.0449646 0.919141
4 0.0110498 0.0243062 0.0414355 0.923208
1 0.950271 0.0037838 0.0413917 0.00455355
1 0.995945 0.000149937 0.0010646 0.00284033
2 0.101107 0.829948 0.0672468 0.00169856
1 0.566017 0.172555 0.216822 0.0446058
1 0.977199 0.0164174 0.000551107 0.00583273
2 1.34303e-07 0.999771 8.60278e-05 0.000143136
3 0.145085 0.290667 0.337793 0.226455
4 7.38542e-11 4.51354e-11 3.54729e-11 1
1 0.999733 0.000261594 3.26408e-07 5.54285e-06
4 3.2223e-10 3.35908e-10 1.66059e-10 1
4 0.280194 0.165398 0.0599265 0.494481
1 0.62874 0.0478145 0.221842 0.101603
1 0.495268 0.372944 0.00237826 0.12941
1 0.999735 0.000156727 6.79099e-05 4.00566e-05
4 2.24073e-10 1.0505e-10 1.1148e-10 1
1 0.999386 0.000335506 0.000209853 6.86873e-05
2 3.14206e-06 0.997677 0.00230533 1.47692e-05
4 0.0024017 0.00814632 0.00150165 0.98795
1 0.518467 0.198768 0.141747 0.141018
2 3.11648e-09 0.999965 1.0413e-05 2.47334e-05
1 0.999447 0.000331835 0.000124181 9.7102e-05
1 0.999798 7.63504e-05 9.53037e-06 0.000115917
1 0.883923 0.00467839 0.00402285 0.107376
1 0.981933 0.0143071 0.00212938 0.00163073
1 0.999632 0.000214231 0.000142158 1.1223e-05
1 0.551555 0.020363 0.0100455 0.418036
3 3.30434e-08 4.14959e-08 0.999932 6.79491e-05
3 0.0275063 0.00206849 0.970163 0.000261998
2 0.20757 0.708633 0.0675055 0.0162914
1 0.853991 0.10645 0.019296 0.0202626
3 2.89954e-08 3.7106e-08 0.999877 0.000123075
4 0.00474973 0.268939 0.0194729 0.706838
3 8.61505e-08 4.28131e-08 0.999839 0.00016118
2 0.315681 0.577662 0.0396846 0.0669725
1 0.834791 0.0375352 0.00990077 0.117773
1 0.999683 0.000155001 5.97901e-05 0.000101923
3 5.7913e-08 4.38037e-08 0.999908 9.18467e-05
1 0.850477 0.0580885 0.0300001 0.0614347
2 0.343748 0.43828 0.0351931 0.182778
3 0.240915 0.00436553 0.710519 0.0442007
1 0.728123 0.0839055 0.0293059 0.158666
1 0.997724 0.00166711 0.000248469 0.000360346
1 0.687163 0.139991 0.0142429 0.158603
3 1.24784e-06 6.19598e-07 0.99896 0.00103855
3 7.45606e-08 5.34696e-08 0.999878 0.000122363
3 7.29208e-07 4.39839e-07 0.99964 0.000359247
2 0.0142228 0.908691 0.0368889 0.0401971
3 0.176143 0.264301 0.334447 0.225109
3 0.00227904 0.00136454 0.993217 0.00313958
1 0.999531 0.000429374 3.62788e-05 2.87509e-06
1 0.999538 0.000337577 8.80626e-05 3.64771e-05
1 0.999423 0.000455102 4.71921e-05 7.47346e-05
2 0.0255995 0.939478 0.00424817 0.0306743
1 0.999967 1.84824e-05 9.67236e-06 4.75682e-06
