labels 1 2 3 4
2 0.246263 0.701469 0.026934 0.0253338
2 0.110572 0.556532 0.0281391 0.304757
4 0.0171435 0.00784986 0.153022 0.821984
1 0.713008 0.153005 0.094653 0.0393335
1 0.437813 0.307897 0.120107 0.134183
2 0.296482 0.691498 0.00896287 0.00305736
1 0.626181 0.215972 0.144458 0.0133892
2 0.07389 0.535452 0.0379997 0.352658
1 0.712981 0.025543 0.0201935 0.241282
4 0.0444305 0.33474 0.0343901 0.58644
3 0.0329467 0.0841307 0.480084 0.402838
2 0.0911903 0.682916 0.151922 0.0739716
4 0.00991612 0.0251591 0.0125779 0.952347
1 0.628479 0.188507 0.0218004 0.161214
1 0.845619 0.128655 0.00447316 0.0212524
2 0.2079 0.784159 0.00232052 0.00562104
2 0.0139026 0.911874 0.00516208 0.0690609
2 0.161842 0.403169 0.0937802 0.341209
2 0.0841665 0.5823 0.28851 0.0450235
2 0.212964 0.757264 0.00572465 0.0240469
3 0.000801391 0.0137694 0.809975 0.175455
2 0.319491 0.494014 0.127283 0.0592122
1 0.451019 0.1085 0.0278334 0.412647
1 0.57283 0.12289 0.109292 0.194987
2 0.0495572 0.928304 0.00831079 0.0138278
2 0.0133955 0.861565 0.102787 0.0222524
2 0.0475359 0.754997 0.0331506 0.164316
2 0.298188 0.538793 0.0509468 0.112072
4 0.189032 0.13417 0.00929787 0.667501
4 0.0278351 0.0360482 0.00480961 0.931307
2 0.211452 0.775098 0.00176039 0.0116894
2 0.318027 0.649463 0.00941339 0.0230959
1 0.794793 0.188209 0.0052349 0.0117631
2 0.0105895 0.973913 0.000386713 0.0151103
2 0.0412728 0.593387 0.228058 0.137283
3 1.59292e-006 2.89264e-006 0.998798 0.00119738
4 0.00536451 0.225639 0.117913 0.651084
2 0.0183088 0.900942 0.00178422 0.0789652
2 0.389748 0.468334 0.0206854 0.121233
3 0.0366615 0.462555 0.463277 0.037506
2 0.080393 0.894843 0.010917 0.0138473
2 0.0579105 0.915968 0.0210643 0.00505681
1 0.414568 0.33163 0.210674 0.0431272
2 0.0197365 0.898581 0.0284802 0.0532025
2 0.0187414 0.944376 0.0333571 0.00352529
1 0.710109 0.0910038 0.0148942 0.183993
2 0.424969 0.54139 0.00858913 0.0250522
2 0.323689 0.613394 0.0118984 0.0510188
2 0.123004 0.647841 0.0183087 0.210846
2 0.035852 0.931876 0.0280221 0.0042495
3 0.00126764 0.000233658 0.997569 0.000929426
2 0.00384398 0.967746 0.0194445 0.00896593
2 0.0256487 0.651584 0.282752 0.0400159
2 0.351841 0.55698 0.08435 0.00682854
2 0.00382121 0.964827 0.0281936 0.00315783
2 0.0577271 0.483294 0.43732 0.0216589
4 0.0859875 0.0287838 0.222586 0.662642
1 0.687487 0.0760949 0.0114306 0.224988
3 0.240113 0.0242141 0.715646 0.0200275
1 0.672066 0.0567987 0.248018 0.0231179
1 0.528909 0.214012 0.0170473 0.240031
3 0.008099 0.0276876 0.877699 0.0865146
2 0.0490765 0.669593 0.00236776 0.278963
3 4.65514e-005 0.00444124 0.995322 0.000190073
1 0.910393 0.0404367 0.0294664 0.0197042
2 0.138474 0.814523 0.0121056 0.0348973
2 0.00944968 0.715038 0.236197 0.0393155
3 6.8534e-005 0.014051 0.985183 0.000697718
2 0.00224989 0.989836 0.00128476 0.00662961
2 0.0393419 0.940045 0.0155811 0.00503205
1 0.959974 0.0226294 0.00826965 0.0091268
3 0.00211242 0.0027869 0.991614 0.00348633
3 0.00891313 0.375418 0.593089 0.0225801
3 0.338252 0.14024 0.475278 0.0462304
4 0.099242 0.152455 0.00635426 0.741949
4 0.0422482 0.251163 0.00859493 0.697994
2 0.203587 0.761505 0.0225997 0.0123078
1 0.819109 0.164781 0.006344 0.00976637
1 0.317446 0.209854 0.305326 0.167374
2 0.0464462 0.926748 0.00423921 0.0225662
3 0.00190249 0.334307 0.65911 0.00468056
1 0.618714 0.373159 0.00133381 0.00679319
2 0.459791 0.532111 0.00317373 0.00492456
3 0.0394878 0.0652161 0.787451 0.107845
1 0.523496 0.437682 0.0265992 0.0122236
1 0.437639 0.109325 0.311828 0.141207
4 0.0945159 0.0663866 0.0766337 0.762464
1 0.694478 0.249802 0.0239788 0.0317416
4 0.00788231 0.272665 0.170894 0.548558
4 0.0320092 0.17077 0.160699 0.636521
3 0.0306573 0.227389 0.734531 0.00742297
3 0.0752298 0.107597 0.521018 0.296156
2 0.180288 0.806813 0.00861354 0.00428544
1 0.640136 0.353025 0.00205287 0.00478602
2 0.0840707 0.898474 0.0158047 0.00165097
3 0.0176388 0.0945106 0.882017 0.00583357
3 0.40127 0.0644047 0.416336 0.117989
1 0.404243 0.166614 0.0335136 0.395629
1 0.529947 0.189101 0.0119953 0.268957
1 0.930116 0.0212196 0.0307196 0.0179447
2 0.00510827 0.896593 0.0883999 0.00989888
2 0.216633 0.624727 0.0866865 0.0719536
2 0.214577 0.75865 0.0230936 0.00367871
2 0.119987 0.868702 0.00867161 0.00263932
4 0.0933305 0.0542727 0.0551527 0.797244
2 0.1964 0.765038 0.0270105 0.0115518
1 0.743313 0.0478576 0.0981289 0.110701
2 0.47571 0.500803 0.0183432 0.0051434
1 0.907684 0.00868876 0.00069162 0.0829352
2 0.276153 0.632727 0.0337296 0.0573909
2 0.100632 0.878193 0.00456043 0.016615
2 0.020301 0.661534 0.24185 0.0763156
2 0.387273 0.406119 0.139907 0.0667013
2 0.0036755 0.830739 0.0733349 0.092251
3 0.0218605 0.0554987 0.907636 0.0150052
4 0.1688 0.376298 0.0542446 0.400658
2 0.202616 0.470048 0.157576 0.169759
3 0.0996709 0.2545 0.555278 0.090552
2 0.377146 0.602278 0.014388 0.0061877
2 0.15598 0.629706 0.0895389 0.124776
2 0.0214524 0.517936 0.0287939 0.431818
2 0.113909 0.447159 0.0408309 0.398101
4 0.107295 0.426934 0.0105194 0.455252
1 0.748604 0.228791 0.0086517 0.013953
4 0.165005 0.169576 0.0291479 0.636271
2 0.159379 0.783517 0.0112018 0.045902
3 0.222632 0.125655 0.514712 0.137
2 0.0966515 0.678883 0.0456228 0.178843
2 0.27648 0.383264 0.082802 0.257455
2 0.324252 0.588286 0.0504624 0.0369999
3 0.00919322 0.026469 0.874783 0.0895547
3 0.0971112 0.0598471 0.766297 0.0767446
2 0.391262 0.602007 0.00338578 0.00334554
1 0.612626 0.0906885 0.0578688 0.238817
2 0.0421428 0.927845 0.0187208 0.0112919
1 0.70723 0.171136 0.102411 0.0192234
2 0.0673364 0.891696 0.0365314 0.00443603
2 0.381803 0.589627 0.0140959 0.0144742
